ClientID,Segment,Industry,Country,Financed Amount,CO2 (tons),Energy Consumption (MWh),Water Usage (thousand m3),Water Stress,Flood Risk,Drought Risk,Report_Date
371,Medium Corporate,Construction ,Latvia,212493.45807359996,1144.3420800000001,7286.602752,14786.779392000002,0.48,0.65,0.35,03/2024
372,Large Corporate,Construction ,Lithuania,1398804.2616864,7824.903186240002,21200.180463000004,31883.986171400004,0.58,0.38,0.76,03/2024
373,Large Corporate,Construction ,Latvia,1529349.95856384,3689.67579552,13200.329835000002,17489.066918400003,0.41,0.64,0.47,03/2024
374,Medium Corporate,Transportation and Storage,Lithuania,315703.157616,1781.8148250000002,7092.404550000001,4425.363201600001,0.54,0.39,0.46,03/2024
375,Small Corporate,Manufacturing ,Latvia,112320.8393769,714.1871088,1234.42639956,6171.762323999999,0.47,0.53,0.54,03/2024
376,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,350902.12009544997,985.2744825000001,1968.04153728,15670.95735968,0.43,0.67,0.3,03/2024
377,Small Corporate,Financial and Insurance Activities,Latvia,131682.31114499999,51.881356800000006,606.6293310000001,373.65424319999994,0.34,0.7,0.49,03/2024
378,Medium Corporate,Financial and Insurance Activities,Latvia,413318.5284095999,266.86651068,1055.0722600000001,474.56193599999995,0.22,0.48,0.68,03/2024
379,Medium Corporate,Transportation and Storage,Latvia,186545.78838719998,4662.960050000001,7079.53851,4186.34244,0.48,0.58,0.29,03/2024
380,Small Corporate,Financial and Insurance Activities,Estonia,54271.06945919999,54.52967520000001,727.494768,340.291584,0.57,0.78,0.2,03/2024
381,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,277953.1418614499,1172.7657177600001,1895.9555260800003,11215.048532480003,0.52,0.78,0.26,03/2024
382,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,443364.50505204004,966.0740471200002,4924.724255550001,14196.140595,0.37,0.63,0.34,03/2024
383,Large Corporate,"Agriculture, Forestry and Fishing",Latvia,785775.0190474801,1726.0518912,12047.500395000001,20620.32440832,0.23,0.68,0.34,03/2024
384,Large Corporate,Manufacturing ,Latvia,722655.17051904,17433.002185200006,11801.213424000001,82486.36446336,0.3,0.55,0.62,03/2024
385,Large Corporate,Manufacturing ,Estonia,984936.2042688,4967.9046144,18142.36772544,63449.50385280001,0.57,0.81,0.36,03/2024
386,Medium Corporate,Construction ,Estonia,304967.50018559996,3554.123838480001,6784.249500000001,14013.895381200004,0.64,0.7,0.29,03/2024
387,Medium Corporate,Manufacturing ,Latvia,379012.53117825,2100.42046032,7997.220067200002,11230.39365,0.43,0.47,0.55,03/2024
388,Small Corporate,"Agriculture, Forestry and Fishing",Lithuania,12485.369427299998,256.77988992,1314.5779583999997,3454.2967680000006,0.54,0.32,0.46,03/2024
389,Large Corporate,"Agriculture, Forestry and Fishing",Lithuania,1666086.60578304,3219.42348,13035.18803832,39077.85145599999,0.69,0.37,0.49,03/2024
390,Small Corporate,Transportation and Storage,Latvia,118605.13378559999,692.89476648,1778.8421376,804.8458599999999,0.27,0.61,0.51,03/2024
391,Medium Corporate,Construction ,Latvia,338875.56152999995,2377.428900000001,7577.802002610002,13492.15098,0.31,0.54,0.47,03/2024
392,Medium Corporate,Financial and Insurance Activities,Estonia,340755.52845060005,165.36,1931.96641032,637.376256,0.47,0.81,0.36,03/2024
393,Large Corporate,Manufacturing ,Latvia,893611.620792,16793.6860674,19219.5942575,56845.21369800001,0.27,0.46,0.47,03/2024
394,Large Corporate,Manufacturing ,Estonia,494277.7358131199,9034.8026415,41560.86340224,74803.56048000001,0.55,0.81,0.22,03/2024
395,Large Corporate,Manufacturing ,Lithuania,1466325.2125467,5053.876442999999,12178.35324,26980.940136150002,0.42,0.41,0.71,03/2024
396,Large Corporate,Transportation and Storage,Lithuania,960686.4926199999,4272.4042272,11296.127388,4976.23968,0.57,0.46,0.68,03/2024
397,Small Corporate,Construction ,Latvia,34594.02965699999,627.8501152000001,2111.14766016,1592.8143000000002,0.45,0.5,0.46,03/2024
398,Small Corporate,Manufacturing ,Latvia,48733.3633248,113.51214840000003,2181.40686,10308.447133,0.36,0.69,0.56,03/2024
399,Small Corporate,Transportation and Storage,Latvia,58725.09250559998,346.08356999999995,1950.9360192,660.6344745,0.48,0.45,0.65,03/2024
400,Medium Corporate,Manufacturing ,Latvia,458224.7350673,1029.2961,5341.391055,30980.162378880003,0.5,0.66,0.56,03/2024
401,Medium Corporate,Construction ,Lithuania,179527.43373229998,1611.5792000000006,6025.654800000001,7876.815408000002,0.64,0.47,0.46,03/2024
402,Large Corporate,Construction ,Latvia,1778039.8499328,8526.58785594,16631.752599000003,20742.44480000001,0.48,0.61,0.65,03/2024
403,Medium Corporate,Construction ,Latvia,437910.28357230005,2061.9872,5310.695544000001,12472.22981466,0.23,0.71,0.65,03/2024
404,Large Corporate,"Agriculture, Forestry and Fishing",Latvia,1211436.4501007998,2246.30494704,12438.447728,22841.79345,0.35,0.64,0.47,03/2024
405,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,391256.2763999999,1700.067456,4974.833346,18255.645843750004,0.39,0.63,0.46,03/2024
406,Medium Corporate,"Agriculture, Forestry and Fishing",Latvia,218821.6570743,843.5584357199999,2375.2027094400005,17928.990387,0.36,0.55,0.66,03/2024
407,Small Corporate,Construction ,Estonia,137499.748169,933.4615248000003,1944.4804300000003,2388.38934432,0.53,0.92,0.27,03/2024
408,Large Corporate,Financial and Insurance Activities,Estonia,959240.9657951999,881.5866446400001,6327.667170000001,1505.6459711999996,0.4,0.69,0.23,03/2024
409,Large Corporate,Construction ,Estonia,1586170.3240079999,6662.464462080002,8540.109789119999,30729.811266,0.58,0.85,0.51,03/2024
410,Large Corporate,Manufacturing ,Lithuania,1866026.3201984998,16805.342581200002,30810.606888320006,71782.81110000002,0.41,0.43,0.63,03/2024
411,Large Corporate,Manufacturing ,Latvia,978826.4110547999,10911.692329720003,18324.790174079997,69031.392534,0.43,0.64,0.51,03/2024
412,Large Corporate,Manufacturing ,Latvia,1184603.0512377599,9426.596424000001,35159.017934040014,43631.381248,0.49,0.48,0.37,03/2024
413,Small Corporate,Financial and Insurance Activities,Estonia,155376.36639359998,100.5833934,714.07908,452.98315776,0.53,0.72,0.45,03/2024
414,Small Corporate,"Agriculture, Forestry and Fishing",Estonia,161520.5435904,626.2165478400001,1578.9346560000001,1694.7889799999996,0.41,0.7,0.53,03/2024
415,Small Corporate,Manufacturing ,Lithuania,115698.75797759999,619.7713142400003,1017.0466488000002,8274.8621628,0.49,0.48,0.72,03/2024
416,Large Corporate,Manufacturing ,Latvia,993457.3736102399,6598.9169064,38197.485522,71969.47738704001,0.23,0.48,0.33,03/2024
417,Medium Corporate,Financial and Insurance Activities,Estonia,283362.52269599994,229.27107840000002,1570.04144128,724.28476428,0.54,0.79,0.22,03/2024
418,Small Corporate,Transportation and Storage,Lithuania,11012.490373499997,226.749996,1974.2441040000003,1742.3812097999999,0.8,0.54,0.8,03/2024
419,Medium Corporate,Transportation and Storage,Latvia,402839.03572479996,3612.2279714400006,8718.199756,1958.9460597999998,0.29,0.51,0.52,03/2024
420,Small Corporate,"Agriculture, Forestry and Fishing",Latvia,143970.14411999998,359.47772,692.5565664000001,1485.6521472000002,0.46,0.4,0.72,03/2024
421,Small Corporate,Transportation and Storage,Latvia,104858.27616000001,645.8371920000001,2016.3268320000002,2273.8312548,0.29,0.46,0.4,03/2024
422,Medium Corporate,Construction ,Estonia,349019.8970445,1471.0405248000002,7502.740560000002,11536.124174400002,0.58,0.6,0.43,03/2024
423,Large Corporate,Construction ,Estonia,599089.3568351999,6964.373493000002,20370.691124160003,19086.214356000004,0.4,0.63,0.53,03/2024
424,Medium Corporate,Construction ,Estonia,424817.58657969994,1677.3344000000002,5879.6150067200015,6813.47988684,0.49,0.57,0.55,03/2024
425,Small Corporate,Financial and Insurance Activities,Lithuania,124783.017408,71.3495916,272.080053,212.26799999999997,0.75,0.45,0.41,03/2024
426,Small Corporate,Construction ,Estonia,156546.76868622002,707.8513290000001,2345.5389579999996,4574.68949124,0.61,0.64,0.3,03/2024
427,Large Corporate,Transportation and Storage,Latvia,1040005.7151052798,14542.155264,16092.613504,8093.844425519999,0.39,0.41,0.35,03/2024
428,Large Corporate,Financial and Insurance Activities,Lithuania,1053348.2204256,957.960584,5191.272372359999,1345.8048000000001,0.55,0.45,0.77,03/2024
429,Medium Corporate,Construction ,Estonia,365166.96368921996,3493.7678948400007,8617.965927480003,12899.496708000002,0.5,0.59,0.37,03/2024
430,Small Corporate,Financial and Insurance Activities,Latvia,11330.141803199998,29.410713360000003,470.47375700000003,196.95,0.36,0.61,0.35,03/2024
431,Small Corporate,Manufacturing ,Lithuania,44237.760403199994,865.7356988800002,2493.3661956000005,8749.423516680003,0.69,0.46,0.46,03/2024
432,Medium Corporate,Financial and Insurance Activities,Estonia,367138.5235660799,253.23168618000003,1000.1646720000002,638.9580186000001,0.58,0.84,0.3,03/2024
433,Large Corporate,Construction ,Lithuania,892204.7145983999,12642.833548800001,12564.409088000004,16997.236949880004,0.74,0.51,0.72,03/2024
434,Medium Corporate,Financial and Insurance Activities,Lithuania,390397.0393619999,126.48774996,1425.8813580000003,542.46132864,0.54,0.45,0.51,03/2024
435,Medium Corporate,Transportation and Storage,Latvia,417892.05835775996,2839.3537536,5722.726463999999,4391.2799752500005,0.42,0.56,0.38,03/2024
436,Small Corporate,Construction ,Lithuania,59787.04822271999,483.8982951000002,2621.7656640000005,3344.9780828800003,0.72,0.36,0.8,03/2024
437,Small Corporate,Transportation and Storage,Latvia,131523.195671,497.5343352000001,1987.2097245000002,1573.4443428000004,0.36,0.46,0.57,03/2024
438,Medium Corporate,Financial and Insurance Activities,Lithuania,388866.95347514004,122.9508,2057.6396520000003,629.21031516,0.69,0.41,0.83,03/2024
439,Medium Corporate,Manufacturing ,Lithuania,298193.83582229994,3543.73894512,4385.335075200001,13102.236,0.66,0.33,0.68,03/2024
440,Large Corporate,Construction ,Latvia,1122992.4741552,9174.353685,10278.2396288,14516.879924400002,0.22,0.47,0.32,03/2024
441,Large Corporate,Manufacturing ,Estonia,1855358.46985,9450.285935400003,13461.426752000003,55266.5274798,0.48,0.77,0.37,03/2024
442,Medium Corporate,Manufacturing ,Estonia,388881.53861899994,1847.7078047999998,6555.517920000001,13877.692416,0.69,0.75,0.36,03/2024
443,Small Corporate,Financial and Insurance Activities,Latvia,56288.98344959999,65.23608,586.5973344,363.61725,0.45,0.57,0.41,03/2024
444,Large Corporate,Financial and Insurance Activities,Lithuania,913839.4368824997,395.1796296,3306.1925452500004,2020.1147366399998,0.46,0.52,0.49,03/2024
445,Small Corporate,Construction ,Latvia,178079.5368,865.1958903000001,2592.2715336000006,2727.925233000001,0.37,0.67,0.36,03/2024
446,Medium Corporate,Construction ,Estonia,195280.26642432,3090.995404,9198.633360000002,10669.727877120002,0.39,0.63,0.35,03/2024
447,Large Corporate,Financial and Insurance Activities,Estonia,1195540.70719545,661.0711000600002,3027.6477504000004,1228.7540159999999,0.54,0.63,0.51,03/2024
448,Small Corporate,Transportation and Storage,Latvia,158780.49485759996,841.5220320000001,1064.3340364800001,1155.954592,0.4,0.75,0.43,03/2024
449,Large Corporate,Transportation and Storage,Lithuania,737643.25404,16247.47018986,24806.2950828,8442.07360704,0.82,0.36,0.68,03/2024
450,Small Corporate,Construction ,Estonia,85022.07234048,838.9388613600001,2037.1420641600002,1239.43483584,0.57,0.77,0.49,03/2024
451,Medium Corporate,Construction ,Estonia,369287.539686,2781.00843776,5496.754032000001,14555.024265600001,0.48,0.72,0.46,03/2024
452,Large Corporate,Manufacturing ,Lithuania,1829308.8172624998,11070.7648128,22339.1677509,58201.366857,0.72,0.44,0.63,03/2024
453,Small Corporate,Financial and Insurance Activities,Latvia,110292.46278749999,21.551375999999998,845.5625024000001,370.40295599999996,0.31,0.75,0.35,03/2024
454,Small Corporate,Transportation and Storage,Lithuania,160608.9043776,738.0770334000001,1092.26269152,837.2948479999999,0.61,0.53,0.56,03/2024
455,Large Corporate,Transportation and Storage,Estonia,1751842.3260979198,12644.945762399999,9292.1816196,16019.1379845,0.48,0.58,0.55,03/2024
456,Small Corporate,Manufacturing ,Lithuania,152932.33049599998,1105.60722822,1006.3506749999999,3564.5702399999996,0.61,0.38,0.74,03/2024
457,Medium Corporate,Transportation and Storage,Lithuania,462137.90450949996,4076.9551438,6665.172507,5214.995686080001,0.75,0.5,0.8,03/2024
458,Large Corporate,Construction ,Lithuania,1074941.9153510397,7046.1225172800005,28288.87614000001,13338.924580800001,0.61,0.49,0.73,03/2024
459,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,428666.19102699996,879.2037072000002,3648.870658160001,6684.0823296,0.54,0.57,0.37,03/2024
101,Medium Corporate,Transportation and Storage,Lithuania,330640.04832768,2773.1184912,3300.7246271999998,3035.9896034999997,0.81,0.46,0.67,06/2024
102,Small Corporate,Transportation and Storage,Estonia,17209.580980838396,580.2388389,1686.04566039,1556.6834162880004,0.48,0.63,0.23,06/2024
103,Small Corporate,Manufacturing ,Lithuania,146647.03128075,1015.7298328800001,3203.8859638464,5337.5565724319995,0.53,0.42,0.75,06/2024
104,Medium Corporate,Construction ,Lithuania,205967.33462103398,2796.9404664960007,4914.055458900001,14983.154081280003,0.87,0.5,0.65,06/2024
105,Medium Corporate,"Agriculture, Forestry and Fishing",Latvia,180193.31637767996,776.76336,3731.1783961984006,10251.075581136001,0.41,0.61,0.61,06/2024
106,Small Corporate,Transportation and Storage,Lithuania,94415.619752986,1089.2927814912002,1689.0030036000003,959.75019712,0.83,0.42,0.6,06/2024
107,Small Corporate,Manufacturing ,Estonia,126708.02214174716,833.5897267698001,563.1472682471999,1023.84391042,0.37,0.81,0.2,06/2024
108,Large Corporate,Construction ,Estonia,1610653.9709399038,4914.513316251001,20823.8533776,18695.292520140003,0.59,0.6,0.33,06/2024
109,Medium Corporate,Financial and Insurance Activities,Latvia,411408.04161407996,238.96082152799997,2527.063545384001,588.9163391999999,0.22,0.75,0.54,06/2024
110,Large Corporate,Transportation and Storage,Estonia,1322556.8376208318,8621.996205060002,33668.2580832,8253.995865570001,0.38,0.61,0.3,06/2024
111,Medium Corporate,Manufacturing ,Lithuania,263025.018477952,2595.106383723001,3239.5967604,36021.99116880001,0.49,0.39,0.47,06/2024
112,Small Corporate,"Agriculture, Forestry and Fishing",Estonia,73995.1143652512,166.0867633152,1517.0856029279998,1605.6305166720003,0.46,0.72,0.25,06/2024
113,Small Corporate,Construction ,Estonia,180382.4183130624,266.21667071999997,1375.6828654800001,4009.7200860720013,0.5,0.67,0.23,06/2024
114,Large Corporate,Manufacturing ,Latvia,1093464.8089343999,19624.54039623,35933.820692011206,34029.463306412,0.5,0.52,0.55,06/2024
115,Medium Corporate,Financial and Insurance Activities,Latvia,310465.0192862399,288.29188914,981.1931901408001,614.7524946024,0.34,0.66,0.41,06/2024
116,Large Corporate,Manufacturing ,Latvia,1629426.5747517184,7562.705298220799,31680.2964031008,75132.30816000002,0.29,0.41,0.58,06/2024
117,Large Corporate,Financial and Insurance Activities,Estonia,816520.7096323199,345.43720882440005,3958.622236800002,1678.6562688000001,0.56,0.74,0.52,06/2024
118,Small Corporate,Transportation and Storage,Estonia,25769.333370527995,866.4172305008002,2267.3656800900008,1278.4117248,0.37,0.74,0.42,06/2024
119,Large Corporate,"Agriculture, Forestry and Fishing",Latvia,1645196.3344776959,4577.587372344001,8640.212523852,25193.863270800008,0.46,0.48,0.35,06/2024
120,Large Corporate,"Agriculture, Forestry and Fishing",Lithuania,1572473.6363464128,2489.2485528960005,11207.0478030336,26332.471885823998,0.47,0.45,0.52,06/2024
121,Small Corporate,Construction ,Estonia,131034.37188912,321.63144500160007,3039.059049120001,4443.803276774402,0.57,0.75,0.37,06/2024
122,Large Corporate,Financial and Insurance Activities,Latvia,1517531.5470704397,810.19162224,5868.78301152,1798.4060400768,0.53,0.64,0.44,06/2024
123,Large Corporate,Financial and Insurance Activities,Latvia,1608403.5886739348,778.7218180000001,4030.952567460001,1349.401796325,0.52,0.54,0.42,06/2024
124,Small Corporate,"Agriculture, Forestry and Fishing",Latvia,103690.66907360699,233.78374656,502.8249538864002,1298.45643408,0.49,0.52,0.31,06/2024
125,Small Corporate,Manufacturing ,Estonia,9920.693099519998,106.84230480000001,1483.539057,3869.1295574399996,0.48,0.62,0.4,06/2024
126,Small Corporate,Manufacturing ,Latvia,172478.2484266182,821.2465497600002,2821.5379855872,3693.3462189055995,0.31,0.42,0.41,06/2024
127,Large Corporate,Transportation and Storage,Latvia,1872629.293980072,8814.3949465344,18171.4777008,7143.160122000001,0.27,0.48,0.56,06/2024
128,Large Corporate,Manufacturing ,Latvia,656019.451085922,9947.835846585001,23596.3397550096,49072.7230785792,0.36,0.5,0.43,06/2024
129,Medium Corporate,Transportation and Storage,Latvia,455451.234150115,3155.1861519360004,6113.147081184002,4551.492911082001,0.35,0.41,0.31,06/2024
130,Large Corporate,Construction ,Estonia,1614374.2186387195,5680.24482816,13831.658755200004,17677.190717802005,0.56,0.73,0.38,06/2024
131,Large Corporate,Construction ,Lithuania,1165117.6007589884,10892.507596992005,18531.987094368003,31145.440908960005,0.44,0.34,0.52,06/2024
132,Large Corporate,Construction ,Estonia,690696.668165427,9715.752013968004,11201.756582016,37428.728319108006,0.53,0.58,0.46,06/2024
133,Medium Corporate,Manufacturing ,Lithuania,429135.4308890879,4443.5461381584,3554.3182320000005,22298.073707519998,0.75,0.42,0.76,06/2024
134,Small Corporate,"Agriculture, Forestry and Fishing",Latvia,185727.56959506997,427.26478,1499.2126809660003,3764.190201408001,0.28,0.61,0.65,06/2024
135,Medium Corporate,Manufacturing ,Lithuania,384235.56499878,1850.0998152000004,8726.473253261402,21993.633355320006,0.48,0.34,0.72,06/2024
136,Medium Corporate,Manufacturing ,Estonia,186720.03628185598,1644.0002380799997,7429.257964799999,13503.316059142,0.5,0.65,0.28,06/2024
137,Large Corporate,Financial and Insurance Activities,Latvia,904361.3797146948,506.324,6052.936960314001,1259.23866624,0.5,0.63,0.39,06/2024
138,Medium Corporate,Financial and Insurance Activities,Lithuania,338185.21386316797,129.76145473200003,1400.5014029160002,828.6763968,0.62,0.46,0.57,06/2024
139,Small Corporate,Transportation and Storage,Latvia,115487.05729809597,801.6690541824,1583.0494974,1497.3721955280002,0.32,0.71,0.51,06/2024
140,Large Corporate,Financial and Insurance Activities,Lithuania,1662874.8736723198,435.82812000000007,3916.7227338624007,1901.3180324543998,0.76,0.52,0.66,06/2024
141,Medium Corporate,"Agriculture, Forestry and Fishing",Latvia,451003.798474752,883.27489536,1672.3862710272,10020.018577536002,0.35,0.53,0.4,06/2024
142,Medium Corporate,Financial and Insurance Activities,Latvia,230084.43814379515,244.45844916480004,2830.4488497600005,671.5887704063998,0.23,0.64,0.61,06/2024
143,Small Corporate,Manufacturing ,Estonia,162290.9471609664,599.569820388,475.79337792000007,4224.167656800001,0.45,0.68,0.49,06/2024
144,Large Corporate,Construction ,Lithuania,1509866.70907744,8877.1828831128,18608.60072624,19250.02126944,0.53,0.34,0.72,06/2024
145,Medium Corporate,Construction ,Estonia,216200.92007744996,2895.254604,4983.043448819702,11840.130091608004,0.54,0.8,0.51,06/2024
146,Small Corporate,Financial and Insurance Activities,Lithuania,101678.9698818432,78.96046256810001,659.1546139464,233.45154201599996,0.78,0.4,0.43,06/2024
147,Medium Corporate,Construction ,Latvia,439143.95072148484,2150.5002618000003,3080.672674560001,12564.085897440002,0.58,0.64,0.35,06/2024
148,Small Corporate,Transportation and Storage,Lithuania,143756.23034880002,351.42927603839996,1045.4519524680002,1731.941108352,0.48,0.55,0.49,06/2024
149,Medium Corporate,"Agriculture, Forestry and Fishing",Lithuania,413875.37805074995,956.1954667608001,5345.9929392408,14687.330290542002,0.76,0.38,0.72,06/2024
150,Large Corporate,Manufacturing ,Estonia,1512004.3261164073,7962.541797892502,35159.135644808994,72187.03493820001,0.6,0.71,0.54,06/2024
151,Medium Corporate,Financial and Insurance Activities,Estonia,321919.79087465996,121.4237862656,1063.1045880000001,437.36601599999995,0.44,0.63,0.28,06/2024
152,Large Corporate,Construction ,Latvia,810252.4596203519,5423.443082179201,16193.84107152,32791.576952134004,0.36,0.62,0.36,06/2024
153,Medium Corporate,Construction ,Estonia,313279.5995683199,3397.4269180800006,7762.453775999999,4979.429239276801,0.48,0.8,0.37,06/2024
154,Small Corporate,"Agriculture, Forestry and Fishing",Estonia,140917.26491377916,209.6829504,360.336216,2618.0726121000002,0.45,0.83,0.46,06/2024
155,Small Corporate,Construction ,Estonia,15965.331887587497,439.9727597784001,2269.4030573760006,4136.3597467584,0.41,0.81,0.54,06/2024
156,Small Corporate,Transportation and Storage,Estonia,160402.9625155584,395.895269952,1831.6282392000003,1914.128359416,0.56,0.72,0.21,06/2024
157,Large Corporate,"Agriculture, Forestry and Fishing",Lithuania,500600.61607247987,3249.6853989600004,11678.344449408001,40327.63344697499,0.64,0.54,0.76,06/2024
158,Small Corporate,Manufacturing ,Estonia,106316.70822666239,328.35933900000003,2271.1967877887996,10136.2678143,0.56,0.69,0.47,06/2024
159,Medium Corporate,"Agriculture, Forestry and Fishing",Lithuania,286100.87268470397,1178.2940000831998,4508.664633900001,21352.156576296005,0.52,0.44,0.63,06/2024
160,Medium Corporate,"Agriculture, Forestry and Fishing",Estonia,346855.9656616516,1041.82201344,3779.7647690880003,12393.998722559998,0.46,0.72,0.49,06/2024
161,Medium Corporate,Manufacturing ,Latvia,255938.45446799995,3512.45429568,7672.554790515001,15931.181122559998,0.47,0.53,0.46,06/2024
162,Small Corporate,Transportation and Storage,Estonia,45875.802839328,332.39802828960006,2106.8908759808005,1562.7994789680001,0.54,0.91,0.23,06/2024
163,Large Corporate,Transportation and Storage,Latvia,1589149.3993212092,7325.476625376002,14895.820517875201,11443.79713568,0.39,0.66,0.41,06/2024
164,Small Corporate,Construction ,Lithuania,127882.28031103998,242.07447264000004,1012.3695621312,4112.8282755,0.74,0.33,0.41,06/2024
165,Medium Corporate,Transportation and Storage,Latvia,395580.5786674368,2307.6662261760007,7741.9794573,4911.441001689601,0.48,0.71,0.61,06/2024
166,Large Corporate,Manufacturing ,Estonia,1765433.7969016319,14178.115651392,28327.7940577632,34619.6717223136,0.44,0.68,0.26,06/2024
167,Medium Corporate,"Agriculture, Forestry and Fishing",Lithuania,259765.41163224957,867.197376,5185.179134999999,11475.04970997,0.89,0.34,0.48,06/2024
168,Small Corporate,Construction ,Lithuania,160129.60303603194,1065.9090879360003,2347.4379519360004,5181.031215360002,0.58,0.32,0.64,06/2024
169,Medium Corporate,Construction ,Latvia,190170.63272908796,2337.8002562304005,3349.9035523800003,6630.259788900001,0.39,0.56,0.72,06/2024
170,Large Corporate,Construction ,Estonia,1801286.443937971,9033.310755000002,12922.265664,24865.1122401,0.36,0.61,0.33,06/2024
171,Medium Corporate,Transportation and Storage,Lithuania,461582.32815644797,1157.724533784,7646.57925696,2132.2771192800005,0.64,0.53,0.62,06/2024
172,Medium Corporate,Construction ,Latvia,318973.46002275596,1074.44354094,5876.89310208,5932.5606333000005,0.31,0.73,0.64,06/2024
173,Medium Corporate,Construction ,Estonia,368647.2119903999,2057.5884205800003,5456.395253232002,14795.794852542005,0.37,0.82,0.22,06/2024
174,Large Corporate,Transportation and Storage,Latvia,521812.4088434399,13338.487636292,22263.187161600003,9603.4450554,0.29,0.69,0.62,06/2024
175,Medium Corporate,Construction ,Estonia,368024.98990720103,1817.0740748160003,4097.188725619001,6012.310561420802,0.59,0.86,0.41,06/2024
176,Large Corporate,Transportation and Storage,Estonia,1349796.938207232,13161.607460352001,14508.564177254402,8944.308734961602,0.49,0.75,0.43,06/2024
177,Small Corporate,Financial and Insurance Activities,Estonia,89016.49576511998,27.37621057500001,664.10650845,353.20294944,0.43,0.69,0.42,06/2024
178,Large Corporate,Manufacturing ,Lithuania,853728.4090219499,5778.342558450001,23241.94343626321,41449.5869941824,0.52,0.34,0.59,06/2024
179,Large Corporate,"Agriculture, Forestry and Fishing",Estonia,1681011.9705790558,2988.8304325200006,6609.451491468,38490.65939911501,0.4,0.89,0.45,06/2024
180,Small Corporate,Financial and Insurance Activities,Lithuania,114167.87691932698,21.856723199999998,382.9725900000001,436.9791620064999,0.55,0.43,0.66,06/2024
181,Small Corporate,Transportation and Storage,Latvia,84028.47788998598,488.85378925680004,2638.5172319999997,947.0720653218002,0.42,0.66,0.59,06/2024
182,Large Corporate,Construction ,Lithuania,1702552.6154193478,7880.474016513001,14061.877559136003,39485.129188377614,0.51,0.46,0.79,06/2024
183,Large Corporate,Manufacturing ,Estonia,1497110.0219006399,7347.6828096,19689.174665640003,46169.077553235016,0.36,0.74,0.33,06/2024
184,Medium Corporate,Financial and Insurance Activities,Latvia,391160.42396879994,307.326656268,2186.1803119464,659.66012739,0.46,0.56,0.44,06/2024
185,Small Corporate,Financial and Insurance Activities,Lithuania,169396.89542860797,27.767124000000003,261.469450368,126.77064744959999,0.57,0.51,0.61,06/2024
186,Large Corporate,Financial and Insurance Activities,Lithuania,906879.557774421,648.4185738799999,5542.831815360001,2647.8283321,0.48,0.33,0.67,06/2024
187,Large Corporate,"Agriculture, Forestry and Fishing",Latvia,768916.5046152478,1956.9382979328002,7379.961356250001,24613.387239259,0.51,0.71,0.46,06/2024
188,Small Corporate,Construction ,Lithuania,126656.24356454397,247.76568630000006,1685.1718044000004,3489.321360000001,0.75,0.38,0.68,06/2024
189,Medium Corporate,Transportation and Storage,Lithuania,176737.64187340796,2610.1751021640002,5933.0551696416,4344.155891712001,0.66,0.38,0.46,06/2024
190,Medium Corporate,Transportation and Storage,Lithuania,426315.00788019196,1444.3534185600001,3275.654237856,3744.3858439680002,0.42,0.55,0.7,06/2024
191,Large Corporate,Manufacturing ,Lithuania,1532136.917796408,11755.714660326,40250.686249950006,23196.719564928,0.46,0.39,0.6,06/2024
192,Small Corporate,Financial and Insurance Activities,Lithuania,140653.63384934398,84.21258948479999,681.3249671592,279.88856834399996,0.71,0.33,0.4,06/2024
193,Medium Corporate,Manufacturing ,Estonia,214528.88275631994,2441.8292400000005,7091.44031232,15891.681403008,0.58,0.71,0.38,06/2024
194,Large Corporate,"Agriculture, Forestry and Fishing",Estonia,1189287.9663759358,4002.364430064,11898.12883788,38004.209830755004,0.37,0.55,0.23,06/2024
195,Small Corporate,Transportation and Storage,Latvia,175325.20650619798,600.8100314112002,1597.4677579752,1315.8115258496002,0.2,0.53,0.55,06/2024
196,Medium Corporate,Construction ,Lithuania,292629.6862663679,2703.1627022400003,8014.915228320002,12158.716548160002,0.43,0.36,0.57,06/2024
197,Medium Corporate,Financial and Insurance Activities,Estonia,457165.8389226851,167.669071416,850.46520832,869.5296,0.55,0.8,0.43,06/2024
198,Medium Corporate,"Agriculture, Forestry and Fishing",Latvia,322055.23458239995,1456.18383456,3713.8653269639995,7422.93024858,0.38,0.56,0.66,06/2024
199,Large Corporate,Construction ,Latvia,1923305.8425710977,10595.516397480003,15063.230555049602,32211.110400000005,0.29,0.51,0.39,06/2024
200,Large Corporate,Construction ,Estonia,1651016.7460970494,9771.452171040002,19863.70573824,23527.09913666,0.41,0.61,0.34,06/2024
201,Small Corporate,Construction ,Lithuania,9087.356101824,550.865388528,2828.6315571150008,2090.2576394700004,0.65,0.39,0.69,06/2024
202,Large Corporate,Construction ,Latvia,1562962.34788484,5987.159103744002,18510.04669696,16650.219694080002,0.29,0.53,0.65,06/2024
203,Small Corporate,"Agriculture, Forestry and Fishing",Estonia,34749.27243244799,217.08809101980003,1068.0295874879998,3431.3084822016003,0.36,0.74,0.24,06/2024
